Order ID,Order Date,Ship Date,Order Priority,Country Code,Product ID,Sales Channel,Units Sold,Unit Price,Unit Cost
323293578,12/24/2015,2/2/2016,H,AUT,2103,Online,8609,205.7,117.11
325314033,1/6/2012,1/30/2012,H,CYP,2455,Online,6506,109.28,35.84
327072703,11/1/2013,11/16/2013,C,SVK,8293,Online,6936,437.2,263.33
327604424,4/21/2013,5/13/2013,L,HUN,1270,Online,4284,47.45,31.79
328322827,6/30/2012,7/19/2012,C,AND,8293,Online,6876,437.2,263.33
328721082,12/14/2016,12/18/2016,L,#N/A,7331,Online,4728,255.28,159.42
329529607,1/18/2011,1/23/2011,L,UKR,8293,Online,3988,437.2,263.33
330590474,1/30/2012,3/14/2012,L,NOR,8681,Online,7923,651.21,524.96
332268464,11/6/2013,12/14/2013,C,POL,2103,Online,4477,205.7,117.11
332353007,10/6/2010,11/22/2010,H,HUN,8293,Online,9495,437.2,263.33
333304440,6/11/2017,7/5/2017,L,CYP,8875,Online,1046,421.89,364.69
334539973,4/18/2010,5/11/2010,M,ITA,2455,Online,6667,109.28,35.84
336111962,5/24/2012,6/16/2012,M,#N/A,3127,Offline,1854,81.73,56.67
336813628,1/16/2010,2/23/2010,C,SWE,8293,Offline,9492,437.2,263.33
337354791,12/9/2011,1/28/2012,L,NOR,8293,Offline,9634,437.2,263.33
339786803,9/17/2011,10/25/2011,H,LUX,8681,Offline,9321,651.21,524.96
339999663,5/26/2015,6/13/2015,L,MLT,8969,Online,2311,152.58,97.44
340213811,6/20/2010,7/26/2010,C,FRA,8681,Online,5682,651.21,524.96
341398274,1/22/2017,3/7/2017,L,GEO,8969,Offline,6191,152.58,97.44
343185698,3/7/2013,4/25/2013,H,EST,8681,Offline,5129,651.21,524.96
343730294,5/1/2017,5/28/2017,L,LVA,8681,Online,6287,651.21,524.96
343889510,2/19/2014,4/2/2014,M,UKR,1270,Online,3403,47.45,31.79
344160735,10/9/2010,11/20/2010,M,NLD,8875,Online,3664,421.89,364.69
346498763,3/18/2011,4/2/2011,L,MCO,5988,Online,5539,154.06,90.93
347609412,9/10/2014,9/17/2014,C,CHE,8293,Offline,4205,437.2,263.33
348080623,5/3/2010,5/19/2010,M,AND,8969,Online,3646,152.58,97.44
349060380,9/16/2016,9/28/2016,H,MKD,7331,Online,3578,255.28,159.42
349212729,7/27/2016,9/11/2016,C,BGR,8875,Online,8662,421.89,364.69
350550401,3/25/2012,4/22/2012,H,SRB,8293,Online,4508,437.2,263.33
350977408,12/26/2010,1/22/2011,C,MKD,8293,Online,869,437.2,263.33
351247346,3/29/2016,5/8/2016,H,MCO,3127,Online,750,81.73,56.67
352342545,2/19/2017,3/27/2017,M,ESP,8969,Offline,4844,152.58,97.44
353191840,6/8/2013,7/9/2013,H,EST,2455,Offline,6169,109.28,35.84
353320157,8/19/2012,8/22/2012,L,MNE,8293,Offline,4141,437.2,263.33
353383243,5/15/2014,6/9/2014,L,#N/A,8681,Online,2809,651.21,524.96
353415429,12/4/2010,12/8/2010,M,CZE,3127,Online,2334,81.73,56.67
353475940,10/2/2014,10/4/2014,H,NLD,3127,Offline,240,81.73,56.67
353492677,4/17/2016,5/23/2016,C,HUN,4594,Offline,5193,9.33,6.92
354270303,10/14/2012,11/27/2012,L,SMR,5988,Offline,5310,154.06,90.93
354655683,7/24/2012,7/31/2012,M,MKD,1270,Offline,9353,47.45,31.79
354667699,11/21/2012,12/29/2012,L,HRV,8681,Offline,2908,651.21,524.96
354931628,5/30/2010,6/8/2010,H,IRL,3127,Offline,1011,81.73,56.67
355534589,1/31/2015,2/6/2015,H,GRC,2455,Online,9440,109.28,35.84
356413495,1/12/2010,1/18/2010,L,BIH,3127,Offline,9528,81.73,56.67
357434880,5/22/2015,6/29/2015,C,MNE,8293,Online,1779,437.2,263.33
357482516,7/14/2014,7/28/2014,C,IRL,1270,Online,5875,47.45,31.79
357930982,1/16/2016,3/5/2016,C,ALB,2455,Offline,8586,109.28,35.84
357943856,2/24/2013,3/17/2013,L,NOR,7331,Offline,2396,255.28,159.42
358594453,12/20/2016,2/2/2017,L,ISL,8969,Offline,4922,152.58,97.44
358624064,8/15/2015,10/3/2015,H,RUS,2455,Offline,3685,109.28,35.84
359197413,1/26/2014,3/8/2014,L,GEO,7331,Online,3352,255.28,159.42
359893071,7/22/2011,8/6/2011,H,ITA,5988,Online,9212,154.06,90.93
361311852,1/6/2017,2/15/2017,L,DEU,7331,Offline,9061,255.28,159.42
361659038,6/30/2012,8/3/2012,L,LUX,2103,Online,1801,205.7,117.11
361725556,6/27/2016,7/18/2016,L,SMR,5988,Offline,1485,154.06,90.93
362258565,11/29/2014,12/14/2014,C,ARM,4594,Offline,9214,9.33,6.92
364715468,2/15/2012,2/19/2012,M,HRV,8293,Offline,6267,437.2,263.33
364854514,9/13/2012,10/3/2012,M,#N/A,7331,Offline,7413,255.28,159.42
367328155,6/16/2011,7/30/2011,L,FRA,7940,Online,9419,668.27,502.54
368865811,9/11/2013,10/16/2013,L,DEU,8681,Online,4445,651.21,524.96
369170081,3/29/2011,4/3/2011,H,SWE,7331,Offline,4486,255.28,159.42
370484149,12/27/2015,1/19/2016,C,#N/A,1270,Online,3348,47.45,31.79
371814954,9/14/2014,10/8/2014,M,RUS,3127,Online,7162,81.73,56.67
374663245,11/9/2011,11/26/2011,C,#N/A,8681,Online,35,651.21,524.96
374848639,8/16/2012,9/6/2012,H,ESP,2455,Online,4897,109.28,35.84
378216636,6/28/2016,8/8/2016,H,LTU,2455,Online,1562,109.28,35.84
378714883,11/16/2012,12/16/2012,M,MNE,8293,Offline,9005,437.2,263.33
378873240,11/25/2012,11/28/2012,H,AND,1270,Online,5866,47.45,31.79
379900634,11/7/2010,12/2/2010,L,DEU,2455,Offline,9895,109.28,35.84
380379998,7/14/2017,7/16/2017,C,ALB,7940,Online,1749,668.27,502.54
380498874,4/24/2014,5/13/2014,H,BGR,2455,Online,6927,109.28,35.84
380610454,12/21/2011,12/29/2011,C,SRB,8875,Offline,9946,421.89,364.69
380684268,1/30/2015,2/23/2015,M,LUX,8293,Offline,1789,437.2,263.33
380733191,3/7/2013,4/13/2013,C,AND,7331,Offline,6267,255.28,159.42
381759297,3/4/2012,3/25/2012,C,MNE,2455,Online,9914,109.28,35.84
381774747,10/6/2014,10/23/2014,C,NOR,4594,Offline,4486,9.33,6.92
382581126,2/16/2013,3/27/2013,M,IRL,3127,Offline,3112,81.73,56.67
383611094,7/22/2016,8/26/2016,H,BLR,2455,Online,7902,109.28,35.84
384128224,3/20/2010,4/26/2010,M,NOR,7940,Offline,933,668.27,502.54
384483993,5/5/2011,6/19/2011,L,AUT,5988,Offline,6212,154.06,90.93
384601581,9/25/2016,10/19/2016,M,LUX,4594,Online,1009,9.33,6.92
384976232,2/18/2015,4/3/2015,L,ISL,8681,Online,1877,651.21,524.96
385080945,11/6/2015,11/7/2015,M,CYP,8293,Offline,2864,437.2,263.33
385340154,2/26/2012,3/18/2012,M,DEU,8293,Offline,9569,437.2,263.33
386009633,3/31/2013,4/5/2013,M,LTU,3127,Offline,7683,81.73,56.67
386319911,12/16/2010,1/2/2011,C,ESP,5988,Online,9501,154.06,90.93
386440074,4/5/2014,4/25/2014,C,POL,3127,Offline,5060,81.73,56.67
386601865,7/17/2016,7/26/2016,L,LTU,5988,Online,2938,154.06,90.93
387098824,12/23/2013,1/4/2014,H,GBR,3127,Offline,9999,81.73,56.67
388728320,3/31/2012,5/10/2012,C,BIH,8969,Offline,2203,152.58,97.44
391026866,1/3/2017,1/8/2017,C,ESP,8293,Offline,2394,437.2,263.33
391200673,1/19/2012,2/13/2012,L,FRA,8681,Online,3827,651.21,524.96
391849982,11/30/2016,12/11/2016,H,GEO,2103,Offline,5972,205.7,117.11
392217338,3/12/2016,3/15/2016,L,NOR,8969,Offline,4681,152.58,97.44
392252957,1/4/2015,2/22/2015,M,ESP,2103,Offline,5222,205.7,117.11
392518174,6/25/2011,7/3/2011,M,SRB,5988,Offline,3705,154.06,90.93
392676532,7/5/2011,8/6/2011,H,CYP,2103,Offline,567,205.7,117.11
392752492,5/8/2010,6/3/2010,H,NLD,3127,Offline,3045,81.73,56.67
393709933,3/12/2017,4/25/2017,C,FRA,4594,Offline,6373,9.33,6.92
393842971,1/12/2010,1/31/2010,L,SRB,2455,Offline,5742,109.28,35.84
393858420,8/14/2012,8/29/2012,L,SVK,4594,Offline,314,9.33,6.92
394110763,12/26/2011,12/29/2011,C,BEL,5988,Offline,4988,154.06,90.93
394356667,7/30/2016,8/4/2016,C,GBR,7940,Online,7756,668.27,502.54
394456660,1/31/2016,2/9/2016,H,MNE,4594,Online,7346,9.33,6.92
395562589,10/12/2010,12/1/2010,C,SRB,1270,Online,4615,47.45,31.79
396462953,1/21/2016,2/26/2016,L,IRL,3127,Offline,1053,81.73,56.67
396552217,3/8/2014,4/24/2014,M,CYP,2455,Offline,7468,109.28,35.84
396718728,2/7/2010,3/18/2010,L,BIH,3127,Offline,6742,81.73,56.67
396832883,3/29/2013,3/31/2013,M,HRV,3127,Offline,523,81.73,56.67
397874438,10/29/2014,12/1/2014,M,SVK,1270,Online,8743,47.45,31.79
398104035,6/25/2012,8/12/2012,L,MLT,7331,Offline,6686,255.28,159.42
398333632,2/19/2010,3/2/2010,C,DEU,2103,Offline,4629,205.7,117.11
398645198,5/17/2014,5/26/2014,H,HUN,7331,Offline,6828,255.28,159.42
399115979,6/1/2015,6/24/2015,H,ESP,5988,Online,6142,154.06,90.93
399256312,12/11/2014,1/5/2015,L,SVN,4594,Online,7670,9.33,6.92
400267398,7/11/2013,7/20/2013,M,AUT,8969,Offline,6873,152.58,97.44
400904691,6/28/2010,7/12/2010,M,LVA,2103,Offline,5462,205.7,117.11
401993882,3/21/2011,4/11/2011,M,UKR,2103,Offline,7778,205.7,117.11
403337991,10/15/2016,11/24/2016,L,AND,5988,Offline,5529,154.06,90.93
403665006,1/16/2016,2/19/2016,C,BLR,8969,Offline,2300,152.58,97.44
404789817,8/3/2015,9/8/2015,L,PRT,7331,Online,5157,255.28,159.42
405986297,12/9/2014,1/2/2015,L,DEU,7331,Online,9222,255.28,159.42
406270396,4/3/2016,5/19/2016,L,ROU,8969,Online,3293,152.58,97.44
406564366,8/7/2014,8/25/2014,M,ALB,5988,Online,286,154.06,90.93
407220542,5/29/2016,7/4/2016,L,SWE,2103,Online,4463,205.7,117.11
408540618,9/30/2013,11/13/2013,M,SMR,5988,Offline,5102,154.06,90.93
409112679,3/30/2013,5/18/2013,H,MNE,5988,Online,4388,154.06,90.93
409514796,7/24/2014,9/7/2014,L,BIH,3127,Online,3383,81.73,56.67
410229337,11/21/2016,12/22/2016,M,PRT,8681,Online,4832,651.21,524.96
410291135,2/6/2012,2/22/2012,L,SVN,3127,Offline,3119,81.73,56.67
410514724,3/1/2017,4/10/2017,C,SRB,8681,Offline,9284,651.21,524.96
410740888,7/24/2012,9/1/2012,H,BIH,8875,Online,6211,421.89,364.69
412215459,1/24/2013,1/31/2013,H,GRC,2103,Online,2569,205.7,117.11
412416303,6/3/2016,6/11/2016,M,SMR,7331,Offline,2004,255.28,159.42
413078916,12/31/2012,1/11/2013,L,BLR,5988,Online,8086,154.06,90.93
413245427,6/29/2016,7/2/2016,C,AND,4594,Offline,7360,9.33,6.92
413951814,5/10/2015,5/31/2015,C,AUT,1270,Offline,6395,47.45,31.79
414359509,8/30/2014,9/11/2014,C,ROU,7331,Offline,7042,255.28,159.42
414579665,6/20/2017,7/10/2017,H,FIN,8969,Online,2191,152.58,97.44
415837943,1/10/2012,2/23/2012,M,AND,7331,Offline,4543,255.28,159.42
416682088,7/5/2012,8/14/2012,H,NOR,5988,Offline,4344,154.06,90.93
416953313,9/20/2016,10/29/2016,H,IRL,1270,Offline,4606,47.45,31.79
418404281,3/2/2011,4/15/2011,M,ARM,8969,Offline,3979,152.58,97.44
420875346,1/6/2012,2/18/2012,L,LTU,8293,Offline,5223,437.2,263.33
421456849,12/7/2013,12/10/2013,M,#N/A,8875,Online,7302,421.89,364.69
421660268,3/14/2015,4/11/2015,C,IRL,7940,Offline,7498,668.27,502.54
422568786,5/15/2016,6/17/2016,H,MLT,8875,Online,6349,421.89,364.69
424181544,2/5/2013,3/4/2013,H,ARM,2103,Online,3600,205.7,117.11
424297845,12/20/2011,1/8/2012,M,SRB,1270,Online,8016,47.45,31.79
424541604,4/5/2013,5/17/2013,H,CHE,8681,Offline,150,651.21,524.96
425547969,8/19/2010,9/11/2010,H,AND,1270,Online,7955,47.45,31.79
427432811,12/3/2015,12/11/2015,H,FIN,8969,Online,5722,152.58,97.44
428419864,11/4/2013,12/5/2013,M,FRA,8681,Offline,7813,651.21,524.96
429123675,10/18/2014,11/11/2014,M,#N/A,8969,Offline,6086,152.58,97.44
430687510,6/5/2013,6/10/2013,C,GBR,3127,Online,8860,81.73,56.67
431240689,8/26/2015,10/13/2015,L,GRC,2103,Online,2558,205.7,117.11
431432092,8/1/2016,9/13/2016,H,MKD,2455,Offline,9198,109.28,35.84
431753098,9/2/2015,10/19/2015,M,SVK,1270,Online,4191,47.45,31.79
432031619,6/5/2011,6/29/2011,H,ARM,1270,Online,6612,47.45,31.79
433079183,3/5/2013,4/19/2013,M,LTU,8681,Offline,6609,651.21,524.96
433734500,8/19/2010,9/8/2010,L,DEU,8681,Offline,532,651.21,524.96
434013879,9/27/2010,11/5/2010,H,MCO,8293,Offline,3206,437.2,263.33
434275662,7/11/2012,8/13/2012,H,BIH,8681,Offline,674,651.21,524.96
434485948,9/25/2010,11/3/2010,L,SMR,3127,Online,2902,81.73,56.67
435463559,10/21/2013,10/27/2013,C,MLT,1270,Online,2199,47.45,31.79
436606395,11/4/2013,12/3/2013,C,#N/A,1270,Offline,389,47.45,31.79
436969029,11/29/2011,12/17/2011,C,ESP,8875,Offline,7701,421.89,364.69
437083184,1/18/2015,2/19/2015,C,SWE,8875,Online,1482,421.89,364.69
437604176,2/21/2013,4/7/2013,L,LUX,8969,Online,5655,152.58,97.44
438683927,6/13/2011,7/29/2011,L,ROU,3127,Online,5177,81.73,56.67
439114367,6/17/2012,6/26/2012,M,GBR,3127,Online,2554,81.73,56.67
439204919,2/11/2017,2/19/2017,L,ISL,1270,Online,9350,47.45,31.79
439640080,10/7/2011,11/2/2011,L,POL,2103,Online,8124,205.7,117.11
439725911,3/17/2015,4/7/2015,L,ARM,4594,Offline,3524,9.33,6.92
442318427,9/27/2010,10/8/2010,H,AND,7331,Online,707,255.28,159.42
443125665,6/15/2013,7/9/2013,M,SRB,2103,Offline,9586,205.7,117.11
443347108,3/20/2015,4/9/2015,M,AND,2103,Offline,5116,205.7,117.11
443544518,4/24/2016,4/28/2016,C,AND,1270,Online,3534,47.45,31.79
443551385,4/3/2013,5/9/2013,L,SWE,7331,Online,5566,255.28,159.42
444234168,8/19/2013,9/27/2013,M,GRC,7331,Online,7617,255.28,159.42
444798934,1/4/2014,1/20/2014,M,PRT,7940,Online,4744,668.27,502.54
444806230,2/16/2013,4/1/2013,H,CZE,2103,Online,6903,205.7,117.11
445273578,11/29/2011,1/9/2012,H,FIN,8681,Offline,5201,651.21,524.96
445708739,2/19/2014,2/27/2014,H,MLT,3127,Online,3975,81.73,56.67
445952498,6/6/2015,7/7/2015,C,NOR,2103,Offline,6109,205.7,117.11
446019017,11/6/2011,11/25/2011,C,UKR,5988,Online,5794,154.06,90.93
446045196,10/24/2015,11/1/2015,L,ESP,4594,Offline,3540,9.33,6.92
447183310,8/22/2014,9/19/2014,C,SMR,8293,Offline,334,437.2,263.33
447536504,4/14/2010,4/25/2010,H,SRB,8875,Offline,4852,421.89,364.69
447684133,7/3/2016,8/14/2016,M,FRA,8969,Offline,8538,152.58,97.44
449206340,2/26/2016,4/3/2016,H,FRA,2103,Offline,8993,205.7,117.11
450041043,3/20/2014,4/16/2014,L,PRT,8293,Offline,6000,437.2,263.33
450550019,12/24/2011,1/2/2012,M,RUS,7331,Offline,6618,255.28,159.42
452471768,1/14/2015,2/10/2015,L,SWE,4594,Offline,5306,9.33,6.92
452559745,3/18/2014,3/19/2014,L,#N/A,5988,Offline,1340,154.06,90.93
454550588,8/6/2011,9/6/2011,C,POL,2103,Online,475,205.7,117.11
455040681,2/1/2012,2/2/2012,L,FRA,5988,Offline,5504,154.06,90.93
456192958,7/19/2014,8/18/2014,L,MKD,3127,Online,6489,81.73,56.67
456527268,12/1/2012,12/2/2012,L,BEL,8681,Offline,5419,651.21,524.96
456934964,3/23/2012,5/5/2012,L,SMR,8875,Offline,6065,421.89,364.69
458816373,4/4/2015,4/16/2015,L,#N/A,8681,Offline,2815,651.21,524.96
459277713,11/15/2013,12/4/2013,M,ESP,8875,Online,9336,421.89,364.69
459372985,3/1/2012,3/22/2012,H,ITA,7331,Offline,7529,255.28,159.42
460693061,1/28/2017,2/25/2017,C,GEO,4594,Offline,8169,9.33,6.92
461445796,2/17/2016,3/22/2016,L,#N/A,3127,Online,920,81.73,56.67
461917865,2/15/2016,3/21/2016,C,MNE,7331,Offline,616,255.28,159.42
462561166,4/2/2013,5/2/2013,H,ESP,8875,Online,983,421.89,364.69
463591134,9/5/2016,10/1/2016,C,LUX,7940,Offline,5773,668.27,502.54
464911210,1/7/2014,2/10/2014,L,ITA,8969,Offline,6413,152.58,97.44
465753209,3/14/2011,3/14/2011,C,DEU,5988,Offline,5579,154.06,90.93
466517961,8/1/2010,9/7/2010,L,BLR,4594,Online,1886,9.33,6.92
466988742,8/16/2011,8/16/2011,M,MLT,3127,Offline,1201,81.73,56.67
467045819,3/11/2013,4/12/2013,M,#N/A,3127,Online,8092,81.73,56.67
467138516,7/30/2013,8/8/2013,H,SMR,2455,Online,5523,109.28,35.84
467312324,3/10/2016,4/8/2016,C,CZE,7331,Online,6956,255.28,159.42
467924726,9/18/2015,10/20/2015,C,HUN,8681,Offline,8179,651.21,524.96
468320834,11/12/2016,12/21/2016,M,AUT,5988,Offline,5397,154.06,90.93
468803632,8/31/2010,10/2/2010,L,BGR,4594,Online,8267,9.33,6.92
469129359,12/18/2010,1/26/2011,M,LUX,8875,Offline,4657,421.89,364.69
469144809,7/20/2013,8/24/2013,M,MLT,2103,Offline,9229,205.7,117.11
469197165,11/27/2013,12/11/2013,C,LVA,1270,Online,4723,47.45,31.79
469840466,1/13/2011,1/22/2011,H,POL,5988,Offline,5090,154.06,90.93
469974792,5/26/2010,6/17/2010,M,SWE,7331,Offline,4840,255.28,159.42
470503079,3/9/2015,3/21/2015,H,ALB,2455,Offline,1172,109.28,35.84
471348512,8/16/2014,10/1/2014,M,GRC,4594,Online,1354,9.33,6.92
471484124,12/9/2012,1/24/2013,M,DNK,7331,Online,1485,255.28,159.42
473845756,11/12/2011,12/16/2011,H,RUS,3127,Offline,344,81.73,56.67
475176560,7/31/2010,9/4/2010,L,MLT,4594,Online,4159,9.33,6.92
475992381,5/14/2011,5/26/2011,H,LUX,2455,Online,5578,109.28,35.84
476453721,7/22/2017,8/10/2017,C,SMR,8969,Offline,2099,152.58,97.44
476633536,10/5/2012,11/3/2012,C,ALB,5988,Online,5310,154.06,90.93
476794040,2/4/2016,3/7/2016,H,BGR,1270,Online,2807,47.45,31.79
476991450,3/11/2017,3/27/2017,L,BGR,8969,Offline,1225,152.58,97.44
477282845,1/20/2010,2/4/2010,H,ARM,2103,Offline,7455,205.7,117.11
477633464,5/14/2015,6/7/2015,H,NOR,8293,Online,1211,437.2,263.33
478051030,9/12/2011,9/29/2011,C,CZE,1270,Offline,4778,47.45,31.79
478840672,2/4/2016,2/9/2016,L,DNK,3127,Online,8451,81.73,56.67
479171121,1/11/2010,1/27/2010,C,PRT,7331,Offline,6238,255.28,159.42
479234206,10/7/2011,11/14/2011,H,LUX,4594,Online,4906,9.33,6.92
480652987,3/23/2017,4/5/2017,L,ITA,7331,Offline,4755,255.28,159.42
480904042,1/23/2010,2/5/2010,C,AND,8969,Offline,9048,152.58,97.44
481114327,11/4/2015,11/24/2015,M,NOR,2103,Online,1276,205.7,117.11
481308305,9/7/2014,10/16/2014,C,FIN,7331,Offline,8678,255.28,159.42
481976497,10/27/2016,12/3/2016,H,ROU,4594,Online,6411,9.33,6.92
483438193,8/23/2012,9/26/2012,H,GEO,8875,Online,8959,421.89,364.69
483655774,7/18/2017,8/5/2017,H,#N/A,2103,Offline,3346,205.7,117.11
483981502,4/9/2010,5/4/2010,H,SVN,8681,Online,9736,651.21,524.96
485165965,11/11/2016,12/14/2016,C,ESP,8969,Online,245,152.58,97.44
485929429,4/17/2017,5/19/2017,C,UKR,3127,Offline,6171,81.73,56.67
486345708,9/3/2014,10/11/2014,H,RUS,8293,Offline,9357,437.2,263.33
486461150,10/5/2016,11/13/2016,M,LVA,5988,Offline,3519,154.06,90.93
488316380,10/31/2015,11/18/2015,L,GRC,4594,Online,2523,9.33,6.92
488815915,3/3/2011,4/17/2011,M,HRV,8969,Offline,347,152.58,97.44
489600837,5/9/2014,6/9/2014,C,AUT,5988,Offline,2622,154.06,90.93
489848029,5/1/2010,5/20/2010,M,#N/A,8969,Offline,5772,152.58,97.44
491547477,11/7/2014,11/7/2014,H,#N/A,5988,Online,8676,154.06,90.93
492353856,3/20/2013,4/11/2013,L,CYP,7940,Online,7302,668.27,502.54
495450627,11/14/2012,12/26/2012,L,BEL,2103,Offline,3705,205.7,117.11
495593106,9/15/2015,10/8/2015,M,SVK,1270,Offline,5868,47.45,31.79
495631301,6/5/2012,7/18/2012,M,HUN,5988,Online,7171,154.06,90.93
496826493,10/28/2012,12/11/2012,L,GEO,4594,Online,855,9.33,6.92
497466361,4/8/2015,5/1/2015,C,BEL,7940,Offline,206,668.27,502.54
497506701,4/18/2015,5/10/2015,H,IRL,7331,Online,2144,255.28,159.42
497554337,6/10/2014,7/28/2014,H,CYP,2455,Online,6240,109.28,35.84
498089492,3/2/2016,3/22/2016,L,CYP,8875,Online,4604,421.89,364.69
498201072,10/29/2013,11/7/2013,H,SVN,8293,Online,7623,437.2,263.33
498946940,12/9/2015,1/11/2016,C,BIH,8875,Offline,8342,421.89,364.69
499101436,7/13/2011,8/28/2011,C,#N/A,8969,Offline,4061,152.58,97.44
504024684,12/14/2015,1/14/2016,H,UKR,2103,Online,959,205.7,117.11
504973971,10/3/2011,11/2/2011,M,AND,8875,Online,1875,421.89,364.69
505867040,5/4/2010,6/12/2010,L,BGR,2455,Offline,6153,109.28,35.84
507040774,7/22/2015,7/25/2015,L,EST,8969,Online,3488,152.58,97.44
507531726,10/27/2012,11/11/2012,H,SWE,8969,Offline,8771,152.58,97.44
508014523,3/11/2014,3/20/2014,H,#N/A,2455,Offline,1642,109.28,35.84
509356057,4/14/2014,4/17/2014,H,NOR,2455,Online,8631,109.28,35.84
509380948,9/22/2011,9/27/2011,M,GBR,3127,Offline,5997,81.73,56.67
510762822,11/4/2011,12/22/2011,L,#N/A,1270,Offline,4924,47.45,31.79
510956799,9/7/2010,9/23/2010,H,LUX,8969,Online,2326,152.58,97.44
511155498,9/26/2010,11/4/2010,H,DNK,1270,Offline,1126,47.45,31.79
511712110,3/21/2015,5/7/2015,C,AUT,8681,Offline,5839,651.21,524.96
512662255,5/15/2015,6/22/2015,L,CZE,7940,Offline,7009,668.27,502.54
512714612,9/23/2015,10/9/2015,H,BEL,8875,Online,2502,421.89,364.69
513026177,5/22/2012,6/5/2012,M,BGR,8681,Online,4701,651.21,524.96
513611114,7/26/2016,9/5/2016,H,NLD,2455,Offline,7797,109.28,35.84
513802516,7/2/2017,8/7/2017,L,ESP,8681,Online,4437,651.21,524.96
515771901,2/19/2012,3/19/2012,L,SMR,5988,Offline,7222,154.06,90.93
515773189,2/1/2011,2/17/2011,H,#N/A,8875,Offline,7603,421.89,364.69
516122949,1/18/2012,2/21/2012,M,AUT,8969,Online,1105,152.58,97.44
516460692,9/3/2012,9/24/2012,M,ARM,7940,Offline,1051,668.27,502.54
516485583,2/11/2010,3/6/2010,M,GEO,8875,Offline,8416,421.89,364.69
516599738,4/2/2013,5/9/2013,M,GRC,8681,Offline,2197,651.21,524.96
516635358,1/25/2012,2/26/2012,H,LTU,7940,Online,2738,668.27,502.54
516994559,6/14/2015,6/20/2015,H,GRC,4594,Offline,9034,9.33,6.92
517097985,3/18/2017,4/14/2017,M,LVA,8969,Online,9640,152.58,97.44
517514264,8/3/2014,9/4/2014,L,GEO,8875,Offline,2826,421.89,364.69
518421494,10/22/2016,10/22/2016,H,SMR,2103,Online,1296,205.7,117.11
519380223,1/12/2015,1/17/2015,M,BEL,8969,Online,5005,152.58,97.44
520390880,6/10/2011,7/24/2011,M,POL,2103,Offline,4080,205.7,117.11
520777547,3/2/2010,4/15/2010,C,BGR,2455,Offline,8504,109.28,35.84
520915305,10/16/2011,11/7/2011,H,RUS,8681,Offline,9270,651.21,524.96
521681344,2/16/2010,4/3/2010,M,CZE,8681,Online,5957,651.21,524.96
521874034,1/6/2010,2/3/2010,M,BLR,8293,Offline,2979,437.2,263.33
522323358,11/16/2015,11/20/2015,H,ROU,2455,Online,5944,109.28,35.84
523580348,6/25/2011,8/4/2011,C,SRB,2455,Online,7915,109.28,35.84
523707807,11/25/2013,12/16/2013,M,BIH,5988,Online,5633,154.06,90.93
523836123,2/6/2013,3/22/2013,C,LTU,2455,Online,3605,109.28,35.84
523899209,11/1/2014,11/16/2014,C,DEU,7331,Offline,2273,255.28,159.42
524844634,10/10/2013,10/13/2013,M,GRC,2103,Offline,2045,205.7,117.11
524972951,12/22/2012,1/17/2013,L,ROU,8875,Offline,17,421.89,364.69
525321424,12/25/2014,12/31/2014,H,MNE,7940,Online,3138,668.27,502.54
525472486,11/21/2015,11/23/2015,M,MKD,7331,Online,7840,255.28,159.42
525749719,9/9/2012,10/22/2012,L,BLR,8969,Online,9880,152.58,97.44
526018369,6/3/2011,6/21/2011,M,#N/A,8293,Online,9379,437.2,263.33
526350104,11/19/2011,12/4/2011,M,MNE,2455,Offline,7547,109.28,35.84
526533353,12/2/2016,1/12/2017,M,GEO,4594,Online,1775,9.33,6.92
527079236,6/14/2012,6/20/2012,M,CZE,5988,Online,3314,154.06,90.93
527259910,1/4/2012,1/11/2012,H,LIE,3127,Online,6779,81.73,56.67
527509677,6/19/2013,7/10/2013,C,ISL,8681,Online,691,651.21,524.96
530262696,4/29/2012,5/11/2012,C,LTU,2455,Offline,5370,109.28,35.84
530702579,10/7/2015,11/9/2015,M,GBR,7331,Offline,5541,255.28,159.42
530882394,12/21/2010,2/2/2011,M,HRV,8875,Online,8753,421.89,364.69
531281936,5/19/2014,6/3/2014,C,FRA,8875,Online,6986,421.89,364.69
533314406,9/29/2010,10/29/2010,C,AND,7940,Online,8439,668.27,502.54
533597218,2/9/2013,2/24/2013,M,PRT,8681,Online,2130,651.21,524.96
534641349,8/7/2012,8/27/2012,L,RUS,1270,Offline,1111,47.45,31.79
534709155,7/19/2015,9/2/2015,H,POL,5988,Online,1176,154.06,90.93
535740411,5/10/2010,6/7/2010,M,AUT,3127,Offline,6348,81.73,56.67
536095750,11/16/2016,12/26/2016,C,SVK,8969,Offline,1500,152.58,97.44
538430345,1/21/2015,3/10/2015,H,HUN,2455,Offline,2359,109.28,35.84
539002406,7/21/2014,7/23/2014,C,DNK,2455,Online,1645,109.28,35.84
540982520,7/24/2010,9/1/2010,L,AUT,8293,Offline,7604,437.2,263.33
543322694,4/21/2014,6/1/2014,M,RUS,1270,Offline,114,47.45,31.79
543396508,5/31/2017,6/5/2017,C,LIE,8875,Online,1957,421.89,364.69
544284856,10/14/2014,10/25/2014,M,LTU,7940,Offline,4839,668.27,502.54
544741475,3/10/2012,3/25/2012,C,NLD,3127,Online,9963,81.73,56.67
545059049,8/4/2016,8/8/2016,H,LIE,2455,Offline,3940,109.28,35.84
